* Klijenti:
(3.472690807989199, -8.82567951920473)
(-3.715933262302986, -0.7004806132048458)
(-6.869507098355998, 8.836160433298396)
(-9.953188737994637, 4.106066830576477)
(3.3137857827436896, -4.827441573541642)
(-6.297082671253172, 3.0094792730604674)
(-3.7048709177550627, 2.1719207490356336)
(-1.3491420897833102, -9.735520020684303)
(-9.401046240877815, 3.6072094097596334)
(-1.1768353926239516, -9.176656411908779)
(0.8759920022728611, 4.652068942836147)
(-8.183014557989477, -3.157223160429414)
(-7.941789081131745, 1.317407155422254)
(5.557813718938437, 0.04805816390145523)
(-3.0013441278736135, 1.6027748267771003)
(-3.250311386053517, 7.88604134648838)
(-6.123952384741338, -8.164654933008322)
(4.106253836509007, -9.506473614522307)
(-5.255425543412509, 8.89890584892563)
(2.071781093089875, 8.662426646066976)
* Pocetna postrojenja:
(0.2428367972434664, 0.3754272419961957)
(-3.8037829629506925, 2.2825605555875015)
(9.711120030532875, 0.5706381063286159)
(-2.7674336734533593, 5.402861838538122)
(6.82518764326829, -3.4738225210303426)
* Nova postrojenja:
(1.1691794871433583, -0.7536365562476781)
(-3.8781942077929523, 1.3686006293153874)
(9.711120030532875, 0.5706381063286159)
(-2.648832643736005, 5.494819767652893)
(6.4416250939135, -3.4796191806231564)
--- 0,026001930236816406 seconds ---
