* Klijenti:
(-4.2159108503867575, -8.275494441175557)
(5.379931205521897, 3.1087640580102374)
(4.08541138706121, 4.2091913683880815)
(6.1558889182985475, -7.739932461858874)
(5.548882392213166, 6.253712878593461)
(0.1472089521692599, 0.3627707231503603)
(2.9513374332671667, 3.0402989673372183)
(-8.672179089996078, -3.045572527830098)
(3.7835802458209162, 4.225657831113995)
(-0.006259878256312135, -9.836549584591417)
(9.404805048341892, -0.5603770069672009)
(-2.6679658468228595, 3.7452299724184677)
(0.04811835883814908, -1.4653999013897945)
(7.9393209706996295, -7.825418817336396)
(-3.3512695563965478, -8.467458311883782)
(-7.579152712162795, 6.193369875153284)
(4.64160093237275, -6.578379072648177)
(-8.297646898600295, -4.214730297940667)
(-7.926994978907434, 2.5288485733456696)
(-3.1859418558649155, -8.749175843027357)
* Pocetna postrojenja:
(-7.819473656173994, 9.974662708817466)
(-5.60863531680975, -1.9765929157367594)
(-8.567359680569622, 9.423057201063457)
(5.637934170927487, -6.376193675996957)
(-1.1443961189698175, 9.691840979192477)
* Nova postrojenja:
(-7.819473656173994, 9.974662708817466)
(-4.78345525673418, -2.6655863581986567)
(-8.05485874016447, 9.18858885174022)
(5.629752053082609, -6.376996797894829)
(2.236275583950679, 1.5994475806203616)
--- 0,017000436782836914 seconds ---
