5. Generisanje: --- 0.078006 seconds ---
* Klijenti:
(-6.2212422274463, 1.0759906021962529)
(-7.017401861445249, 7.502613143316584)
(1.2273691866463246, 1.0400706988652537)
(3.0691620969256057, 6.5681372155298625)
(1.2471639179334808, 6.482788132422517)
(-3.691497184895436, -2.558634257582959)
(5.088075616565577, -6.474737414743396)
(5.216358263807578, -4.443563192788707)
(8.230420746962075, 3.6785130354924167)
(-2.9056205193155416, 6.2991448801534276)
(-7.073981567568932, -1.1787399220275958)
(-0.668311560113164, -8.078873744951087)
(5.060323119973862, 8.783955704179661)
(-2.294510192940744, -7.174039979798323)
(2.5133852252317084, -8.593769936863938)
(-3.1594479870976055, -3.925635247619363)
(1.7608464074407308, 1.1980562329472058)
(-2.2321479387286143, 0.5715115196664939)
(8.307182668345181, 4.579634869784499)
(-0.5245423123411737, 1.3514355977054677)
* Pocetna postrojenja:
(3.4778220067048835, -4.425559001410266)
(-5.267787290830219, -7.621386514158175)
(6.072455624872887, -6.588680620743171)
(8.048004769156098, -6.429715289518154)
(-4.367027251770179, -7.989828214894823)
* Nova postrojenja:
(4.011775705150867, -3.6325184860088573)
(-1.8321134405189188, -5.230113899802423)
(5.619027405912484, -6.0377512384283065)
(8.048004769156098, -6.429715289518154)
(-3.5304702716056333, -6.486338988676267)
