* Klijenti:
(-5.145110877328946, 6.197903704164833)
(1.5033527423964692, -5.875039763901406)
(3.606932872270015, 5.996124437841235)
(-9.22693794467654, -5.5301444030459646)
(0.18743260867507772, 3.349778397344071)
(2.5131786275580286, 4.851654191859714)
(-8.868195690909031, -1.3051052187700218)
(-3.8272820352195787, 8.465936491467165)
(-4.405779656566786, -0.48058772441957665)
(9.59085136086193, -1.6721840609712437)
(5.306622314117412, 0.23058470956985033)
(-5.210267865786252, 0.8135748697644214)
(4.401591807794663, -3.65403139016615)
(-2.6806530311271892, -2.830575926804338)
(0.8392734012086844, -5.901192649169258)
(4.290353506090664, -3.2728768153784538)
(6.513967278895315, -1.8717090280101427)
(-7.1206370794902725, -3.7237756829166084)
(-0.0875761549486338, 5.493786372957031)
(6.347834036327715, 7.464883149209943)
(-3.1415947693605712, 4.131001397060119)
(4.124341383578827, 4.692924252026904)
(-8.583295930633867, -2.53708533933628)
(-1.2673204879916682, -7.350294975188043)
(0.9300370611592115, -6.870178169038503)
(5.291717398645803, -7.067030838521669)
(-5.053656907312525, 3.518399461746352)
(8.045885269658367, -0.9586715826359793)
(3.5899548568958455, -9.963126457365995)
(-6.589554042332955, 4.291311087439675)
(1.9200156592069906, 8.655548452039664)
(-5.061845223837944, 0.15329477889531873)
(2.131154662721908, 2.1824698989654934)
(-6.99398488721982, -3.5653880259463744)
(4.666416702897093, 5.414443649001623)
(-3.3701298634485983, -2.101314558279997)
(-4.473144051108435, -7.374113773748226)
(-9.773373349598579, 0.04078412130318121)
(-6.545489653232275, 9.75929523971071)
(-1.494338140002526, -9.545484070270776)
(5.262877228711888, -1.4366957145839283)
(-9.190898743335998, 8.832982222430605)
(-6.65583144479573, 1.6779762066377693)
(4.020484543686953, -4.513082077825281)
(-4.117007997550899, -5.7828195268005)
(-5.65080457404423, -4.758086838334499)
(-2.5834517557694863, -1.872717819552438)
(-8.996481299415988, -2.0032248087720212)
(-8.072601382894689, 6.084329958958282)
(-7.906135645289618, 0.1479012170347609)
(7.5216948896269, 0.5183189120374898)
(-4.5475226137544045, 6.5273828591002)
