* Klijenti:
(5.654962752088439, 1.561829102185225)
(1.7117244386822108, 0.941297637029372)
(1.434975897393528, -9.870523039009287)
(-4.270659105631795, 1.7941846518072282)
(7.173215273536901, 5.94546839180023)
(1.1938390833568349, 6.681658558290607)
(8.553659883285519, -7.17399376833161)
(-3.0169318351214685, -5.623605665823934)
(5.560097203632413, -7.901879721287662)
(7.644244466045251, 3.0266095361751493)
(-8.370284169068574, -7.535113738718562)
(6.254235712063053, 3.867051814492644)
(9.422065817677982, -2.574262438589747)
(-8.969008867065485, 1.0253732222688612)
(8.857732711867133, 4.575505059384335)
(4.582541233428753, 7.657103839608325)
(7.427636481313435, 0.3702160612591694)
(1.1638305498794423, -5.935213635224583)
(-8.961429101160006, 0.09326781025313302)
(6.36716904574325, -8.555526683898373)
(-3.8708485640821007, 1.7538509703559146)
(6.0692556133859235, -6.110724088078947)
(3.671514362777014, -9.572557667376266)
(6.472511295620627, 4.136915656092949)
(9.383041740588606, -9.0405750350412)
(3.0803883464198005, -1.2303212387302604)
(-1.9844399970616866, 6.1124929778792385)
(-5.453421461391761, -3.2094494369866577)
(6.724642716988644, 4.895502500676834)
(-9.99595806424654, 8.727204580540882)
(-6.484580568247109, 8.08179274348458)
(7.439828536557901, 5.217205583048578)
(7.6950383917366985, -1.615906702665626)
(4.478353458672375, -7.479625929231977)
(-0.28825890232676166, 7.1150149022879)
(8.706444364499912, 1.4491276229181302)
(7.86857028926147, 5.3696474877916)
(-6.922426126281076, 1.1100062485919366)
(-0.6188687675159095, 4.607648392288013)
(-1.7984707627316165, -9.02069281749762)
(-8.973976367709023, -9.712672110665556)
(-9.270496986559507, 7.127508544500195)
(1.6613480252539325, -5.462385443598818)
(7.67119110552224, -7.860463072133992)
(-0.19432478582490909, -6.8114403054419554)
(-0.6313762047350906, 1.1418783660663951)
(-7.547986346336102, -0.6705563847704958)
(2.6771869026769117, 2.9574194350197196)
(5.017907491349211, -9.592287490906852)
(-8.765815919330162, -9.32319469120191)
(4.45959368210363, -9.864926365304289)
(7.390024490642421, -3.1673691758911637)
(7.793285989881305, 6.240308047732281)
(-1.1778366515497787, -3.747665358325616)
(3.1654318002943427, -1.9917963753563601)
(-1.9620113073086678, -1.9438670652708208)
(8.719268207442397, 6.001629357200137)
(-9.328544858955517, -6.851857925822358)
(-6.123492563987076, -6.140315338783752)
(4.390538646077172, 8.853701539863529)
(-2.805353471256458, -4.393075071141488)
(3.85881958813658, -6.735265916179715)
(5.296386646478425, 5.2009557223053005)
(0.4479363271665715, -4.240115778547898)
(6.288606777778941, 1.8480440430716794)
(4.952981377849056, -6.957147112185247)
(4.670244999318152, -2.25850038292867)
(1.4669863453037237, 8.637348353806303)
(4.412459950044569, -3.13231354722223)
(-6.437353076638579, 3.8878241685500132)
(8.268591514118356, -6.4558732482646946)
(9.637815178424518, 4.334186901994723)
(-8.595079607436622, 4.282085512936488)
(4.830572650900191, -7.121957069722082)
(-4.877471720284312, 4.6772271785932045)
(-6.861150352461984, -7.508837246568927)
(7.421312547380424, 8.735742472745407)
(-4.147498229901152, -3.0129515143035697)
(-6.661845630433662, -9.222528468048141)
(-3.130744794880817, 2.2984901282298775)
(9.258936986091062, 8.030250237586966)
(-9.741504839431123, 5.807211008803137)
(-2.3461494911847502, 8.282106195847323)
(0.6587536961274516, -6.974652457541581)
(1.9635424801383898, 3.8523671227057115)
(-5.072898832018264, -7.5757835493889765)
(-1.3096020641829824, 1.2074517544549828)
(7.906685527916149, 2.192374555965266)
(-2.178550157843948, 2.972266816798946)
(1.6620934736242, 8.836999072890872)
(9.890124963883892, -0.2829184102728721)
(5.788057213319904, -8.002547769482335)
(3.425570946855501, 5.098021833606053)
(-3.860824802420093, -4.955148567745972)
(9.741781159503642, -6.916733632863037)
(-4.888982696108981, 6.1758459702459945)
(3.076380846303273, 2.315920275325908)
(-1.2300120281030953, 5.518191279529791)
(-6.725709943301805, 7.3767359501865)
(-8.507688202602623, -9.00404583600293)
(-3.6341386859615437, 5.994080236044324)
(9.061838455863192, 8.805320157583218)
(-6.556047918180308, 6.191326523784209)
(7.847558185470085, -9.583301566516875)
(-4.464288967323446, 2.120021891397757)
(7.929662291217461, 7.698118912626445)
(-2.033016907545888, -7.63365512282564)
(-8.613611530772427, 6.051284534064642)
(-7.145043324415543, 8.879976504634588)
(9.098580502871204, -2.947172097442494)
(-5.218387024905069, 9.593846879243898)
(-5.975509914752786, 7.485108692841997)
(2.558625659371822, -4.511307264885884)
(5.978395029491491, -0.14582053506356552)
(7.748983770257553, 1.8561511772629515)
(5.6797158750149634, -5.974271350406923)
(-5.964875584705782, -8.36504648891638)
(-7.823362891122105, 2.183805600784215)
(-5.012633255095711, -9.4763891772088)
(2.862253305128487, -4.8688331580937705)
(2.0247895326722443, 2.2771935079236627)
(-7.384129169247102, 1.2538234631056646)
(-6.837445226829358, -1.4683239074400252)
(-5.534490151470388, 2.1993421568522784)
(5.080425503433277, 5.335193189221991)
(4.203364338056746, 5.745087033664815)
(2.287754945186556, -7.711232576023899)
(-4.507486457686287, -2.653455742478627)
(-3.6391861577713307, 6.027750405690249)
(-0.7420080807194793, 9.88798741950103)
(-7.573434391600877, -7.752384686497605)
(6.75393824251266, 8.083035863177493)
(-1.5398426129576102, -3.5141065201599524)
(-0.5066112431562075, 0.2609427390790149)
(4.952569365479357, -7.335680605566899)
(-8.985678802456146, 4.857426518423001)
(8.704314723312827, 9.220658535153046)
(-3.360530877907615, 1.1432310259960374)
(2.55747633512941, -0.4406049391341078)
(-9.170180872769311, 6.881588557915904)
(6.39382188019616, 4.043704176102938)
(-5.70378975693191, -5.645515502080903)
