* Klijenti:
(2.2921993758208714, 9.590939867491997)
(-0.42131911404114497, -5.364183031795902)
(-1.4371965594967566, -9.441660318074902)
(0.09974082024764641, -0.2601213612836144)
(1.3916803311163406, -7.7537304434938985)
(9.0128341551682, 9.295234013317696)
(1.9410693652075857, 1.22764093182351)
(-7.006331238341719, 7.724218435822998)
(0.8936706489513213, -6.386186910576814)
(3.51359040308661, 6.011368996717142)
(2.388688513941098, 6.753065025909827)
(-5.270756980814593, 9.805045345473463)
(9.207695582400447, -5.040700916850249)
(-4.539823287408704, 3.633266404031847)
(-9.217585552856058, 2.4014347914816785)
(-2.3690070801149794, 5.517442629522744)
(6.940624256579994, 6.6856140673762425)
(1.0297336547067548, 8.14102661487959)
(3.906776116499733, -2.433058997919897)
(3.625992916371416, -7.525885727364942)
(2.252368849619007, 5.616151227672891)
(6.480182175515317, -1.6172913288595474)
(0.7651640550167027, -1.1378566815859141)
(-4.387896992716085, -9.65138072938317)
(-7.977535758418625, 7.575490896061943)
(4.081579413293214, -9.696001435051889)
(9.457061608813362, -3.1904474672224943)
(-8.962056558181935, -3.0098468039342237)
(-7.561911801654471, -3.215477660472976)
(-6.786723161391846, -7.04177976434988)
(-8.401950260090295, 0.6950898814015805)
(2.627945584429712, -5.07920617941807)
(-3.1130530019246887, -0.9782521407087224)
(-2.652566541582657, -4.004400993908721)
(6.662873946273955, 2.481880269078596)
(7.815948407248815, 1.7685101219140122)
(-4.287139548993155, -9.065000213965755)
(0.2846219486169552, -6.99948635554112)
(-2.4555319428751643, 3.3240707057897385)
(3.5504718936072024, -4.201206968197688)
(0.4425044313415132, 6.77499163459299)
(-7.603919997320205, 0.34273579871488735)
(6.609143827724957, -8.864921670498587)
(-5.696911219998788, -1.2890664401170664)
(1.0553022422947258, -8.763377176235762)
(-2.728004648395734, 9.080884051481505)
(-6.877349186977946, -7.227378480113822)
(0.55806399591612, -0.9003194739150988)
(3.388863872021002, 6.197806698966602)
(-9.59974856246862, 4.310324214635115)
(3.4658124193396507, -8.488567355747897)
(4.482220425518557, 4.628047467103819)
(-0.8226521676643266, 9.958818665783763)
(3.230990217796135, 4.456356588683452)
(-3.937444168598658, -2.96519604925793)
(-4.763984393040657, 3.6750524303421237)
(-8.155165404610994, 4.175166690328302)
(7.826038586008082, 5.813744146559198)
(-8.227632138249579, -4.552648328213815)
(5.0908444897349785, -4.685510520949229)
(6.691317486773158, -7.199265987266912)
(3.0927447960506527, 2.011652618970297)
(-0.55865478844688, 6.920157135911271)
(-5.452173479950799, -5.51615591415914)
(7.641547823580254, -2.4621779230808887)
(6.316104424772856, -6.55241580216871)
(5.907328339952155, 6.3142610752044845)
(-8.674028460844204, -4.683117543564499)
(-7.213799041028219, -5.37265372850433)
(-1.131992684759151, 2.494412349973638)
(9.337800233545924, 5.119334494179327)
(-2.8496860738569607, 9.54470374803649)
(-8.885711739163408, -5.200108003936597)
(-6.713932412150609, -0.3822420543967713)
(2.6649113374005893, -3.440698059592262)
(3.5062888305033226, -1.2040478996602904)
(-6.818287116913416, -4.460635907637915)
(8.871262618249158, -7.899671496150276)
(-3.1867205347593863, -8.693167382125859)
(-8.12764343254636, 8.923732387417463)
(-0.7222567223199743, 2.6145298063672424)
(-3.848770037086182, -1.9276679324616346)
(0.08435761867426805, 4.3232929848493455)
(5.6153459432034385, -1.6379684708463813)
